elevatorAddress,unloadCapacity,lat,loadCapacity,odhiRegion,propertyTypeCategory,cert,transportTypes,shortName,propertyType,capacity,lng,fullName
"24450, вул. Промислова, буд. 1, с. Джулинка, Бершадський р-н., Вінницька обл.",800,48.4416667,1000,Вінницька,Інші,5301,"train,autocar","Джулинський елеватор, ТОВ",Приватний,28000,29.7475000,"Товариство з обмеженою відповідальністю ""Джулинський елеватор"""
"80040, вул. 1-го Травня, буд. 4, смт. Жвирка, Сокальський р-н., Львівська обл.",660,50.4650000,660,Львівська,Інші,5302,"train,autocar","Західний Буг, ПП",Приватний,17000,24.2566667,"Приватне підприємство ""Західний Буг"""
"81500, вул. Заводська, буд. 14, м. Городок, Львівська обл.",700,49.7822222,900,Львівська,Інші,5303,"train,autocar","АПП Львівське, ТОВ",Приватний,12500,23.6436111,"Товариство з обмеженою відповідальністю ""Агропромислове підприємство ""Львівське"""
"64641, вул. Індустріальна, буд. 12, смт. Орілька, Лозівський р-н., Харківська обл.",1000,48.9805000,2000,Харківська,Інші,5304,"train,autocar","Агросвіт АПК, ТОВ (Орільський елеватор)",Приватний,65000,36.0075000,"Товариство з обмеженою відповідальністю ""Агропромислова компанія ""Агросвіт"""
"63543, пров. Перемоги, буд. 1, с. Залізничне, Чугуївський р-н., Харківська обл.",3000,49.7238889,3600,Харківська,Інші,5305,"train,autocar","Агросвіт АПК, ТОВ (Граківський елеватор)",Приватний,115000,36.8683333,"Товариство з обмеженою відповідальністю ""Агропромислова компанія ""Агросвіт"""
"09107, вул. Привокзальна, буд. 8, м.Біла Церква, Київська обл.",4000,49.804432,2900,Київська,Інші,5306,"train,autocar","Білоцерківський елеватор, ПАТ",Приватний,74800,30.122999,"Публічне акціонерне товариство ""Білоцерківський елеватор"""
"16000, вул. Вокзальна, буд. 15, м. Новгород-Сіверський, Чернігівська обл.",400,51.996828,360,Чернігівська,Інші,5308,"train,autocar","Новгород-Сіверський Елеватор, ТОВ",Приватний,7500,33.26584,"Товариство з обмеженою відповідальністю ""Новгород-Сіверський Елеватор"""
"67200, Промзона, смт. Іванівка, Одеська обл.",5500,46.9662960,6000,Одеська,Державні,5309,"train,autocar","Хлібна база № 77, ДП ДАРУ",ДАРУ,100000,30.4715280,"Державне підприємство ""Хлібна база № 77"" Державного агенства резерву України"
"38413, вул. Степова, буд. 33в, с. Жовтневе, Решетилівський р-н., Полтавська обл.",1000,49.6431885,500,Полтавська,Інші,5310,"train,autocar","Подоляка, ПАФ",Приватний,60000,34.1399971,"Приватна Агрофірма ""Подоляка"""
"54025, пр-кт. Героїв Сталінграду, буд. 117, м. Миколаїв  ",500,46.9964710,500,Миколаївська,Інші,5311,autocar,"ЗПК Інтерагротранс, ТОВ",Приватний,34140,31.9975088,"Товариство з обмеженою відповідальністю ""Зерноприймальний комплекс ""Інтерагротранс"""
"55310, вул. Елеваторна, буд. 10, с. Кавуни, Арбузинський р-н., Миколаївська обл.",3300,47.9058333,6300,Миколаївська,Державні,5312,"train,autocar","Хлібна база № 76, ДП ДАРУ",ДАРУ,199500,31.2763889,"Державне підприємство ""Хлібна база № 76"" Державного агенства резерву України"
"74721, вул. Миру, буд. 1. с. Сірогози, Нижньосірогозький р-н., Херсонська обл.",1100,46.943348,2000,Херсонська,Власники 6+,5313,"train,autocar","НЗК, ТОВ (філія Сірогозький КХП)",Нікопольська ЗК,31000,34.377379,"Товариство з обмеженою відповідальністю ""Нікопольська зернова компанія"""
"41668, вул. Комунарівська, буд. 50, с. Заводи, Конотопський р-н., Сумська обл.",600,51.278756,1500,Сумська,Інші,5314,autocar,"Вітчизна, ТОВ (с. Заводи)",Приватний,12000,33.179419,"Товариство з обмеженою відповідальністю ""Вітчизна"""
"47732, вул. Лисенка, буд. 1, с. Мишковичі, Тернопільський  р-н., Тернопільська обл.",800,49.4463889,800,Тернопільська,Інші,5316,autocar,"Комбікормтрейд, ТОВ",Приватний,20000,25.6075000,"Товариство з обмеженою відповідальністю ""Комбікормтрейд"""
